"","X.4","X.3","X.2","X.1","X","SampleNo","NACount","NAcountno2","row","PlateNo","WellNo","SampleNo.1","match","Year","Month","Day","State","nearestCity","countryCode","Pop","Lat","Long","BoxID","latitude","longitude","flyway","flyway2","Genetic_Group","Genetic_Group2","yearSampled","monthSampled","daySampled","julianDaySampled","Transmitter","bandNumber","bandmatch","generalSampleType","newOrRecap","observerName","aliveOrDead","nestlingAge","laydateForAnalysis","howLaydateEstimated","sexBird","phaseFAC","stateProv","hallux","tarsus","tail","wing","fatScore","billDepth","culmen","mass","subterminal","cropScore","CG10_top1","CG11_phlpp1","CG12_peak1","CG13_szt2","CG14_cry1","CG15_cpne4","CG2_clock","CG3_nacc2","CG4_cpne4","CG5_scn5a","CG6_lmbr1","CG7_htr2c","CG8_npas2","CG9_npas2","lfmm1","lfmm10","lfmm12","lfmm13","lfmm14","lfmm15","lfmm2","lfmm3","lfmm4","lfmm5","lfmm6","lfmm7","lfmm8","lfmm9","lfmm11","CG1_mybbp1a","D1_80perc","D2__80perc","D3__80perc","D4__80perc","wc2.0_bio_30s_14","wc2.0_bio_30s_13","wc2.0_bio_30s_04","Latcat1","amke_CG10_top1_A","amke_CG11_phlpp1_C","amke_CG12_peak1_T","amke_CG13_szt2_A","amke_CG14_cry1_C","amke_CG15_cpne4_A","amke_CG2_clock_C","amke_CG3_nacc2_G","amke_CG4_cpne4_C","amke_CG5_scn5a_C","amke_CG6_lmbr1_C","amke_CG7_htr2c_T","amke_CG8_npas2_T","amke_CG9_npas2_T","amke_lfmm1_G","amke_lfmm10_A","amke_lfmm12_C","amke_lfmm13_T","amke_lfmm14_G","amke_lfmm15_T","amke_lfmm2_A","amke_lfmm3_T","amke_lfmm4_G","amke_lfmm5_G","amke_lfmm6_A","amke_lfmm7_A","amke_lfmm8_T","amke_lfmm9_T","amke_lfmm11","amke_CG1_mybbp1a_G","D1","D2","D3","D4"
"650",650,650,650,412,412,"17N02515",0,0,1293,"3","H6","17N02515",FALSE,2017,"JUN",12,"MI","Convert","USA",86,42.272021,-86.195065,NA,42.272021,-86.195065,"east","east","east","east",2017,"JUN",12,163,0,"183334071",FALSE,"Feathers","New","Catherine Lindell","Live",16,107,"Based on nestling age","Male","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0,0,0,0,1,2,1,0,0,1,1,1,0,1,1,0,0,0,2,0,1,2,1,2,0,1.348797785,1.196259014,2.026166565,-0.63953662,40,106,972.185919,"(41.8,43.7]",2,0,2,0,0,0,0,0,0,1,2,1,0,0,1,1,1,0,1,1,0,0,0,2,0,1,2,1,2,0,1.60246160642425,2.78527167546145,0.967813322867408,-2.96348162952901
"651",651,651,651,409,409,"17N02518",4,3,1296,"3","H9","17N02518",FALSE,2017,"JUN",20,"MI","Covert","USA",86,42.277592,-86.245564,NA,42.277592,-86.245564,"east","east","east","east",2017,"JUN",20,171,0,"183334103",FALSE,"Feathers","New","Catherine Lindell","Live",24,107,"Based on nestling age","Male","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,1,0,0,1,NA,1,NA,1,0,1,0,NA,1,1,1,2,0,1,2,2,1,0,1,NA,0,0.770137606,-1.853210805,-0.167825795,-0.346424001,39,104,957.1694179,"(41.8,43.7]",2,1,1,0,0,1,0,0,1,NA,1,NA,1,0,1,0,NA,1,1,1,2,0,1,2,2,1,0,1,NA,0,0.365458170565601,-1.38502863484132,-0.618086941994301,-2.00218189654999
"652",652,652,652,411,411,"17N02517",0,0,1295,"3","H8","17N02517",FALSE,2017,"JUN",20,"MI","Covert","USA",86,42.283829,-86.205045,NA,42.283829,-86.205045,"east","east","east","east",2017,"JUN",20,171,0,"183334104",FALSE,"Feathers","New","Catherine Lindell","Live",20,111,"Based on nestling age","Male","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,1,1,0,0,0,1,0,2,0,1,0,0,0,1,1,2,1,1,0,0,2,2,0,2,2,0,1.375483339,-0.301925969,-0.596833601,0.138883342,39,105,966.6988244,"(41.8,43.7]",2,0,2,2,1,1,0,0,0,1,0,2,0,1,0,0,0,1,1,2,1,1,0,0,2,2,0,2,2,0,1.75248752478765,0.896192940630662,-1.16319049236923,0.110435690352447
"653",653,653,653,410,410,"17N02519",2,2,1267,"1","G5","17N02519",FALSE,2017,"JUL",18,"MI","Covert","USA",86,42.29339,-86.208022,NA,42.29339,-86.208022,"east","east","east","east",2017,"JUL",18,199,0,"183332889",FALSE,"Feathers","New","Catherine Lindell","Live",20,139,"Based on nestling age","Male","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,0,0,0,0,0,0,NA,0,2,0,0,1,1,1,1,0,0,0,1,0,2,2,0,0,0,0,0,0.633630092,-1.392304525,0.927230859,0.089610269,39,105,966.1223595,"(41.8,43.7]",2,1,NA,0,0,0,0,0,0,NA,0,2,0,0,1,1,1,1,0,0,0,1,0,2,2,0,0,0,0,0,0.589348673085577,-0.268175331624315,0.00583186070133204,-1.1768233393762
"654",654,654,654,437,437,"17N02788",1,0,75,"AMKE_M2_W2","G3","17N02788",FALSE,2017,"APR",8,"MI","Chelsea","USA",87,42.380421,-84.088002,NA,42.380421,-84.088002,"east","east","east","east",2017,"APR",8,98,0,"162343224",FALSE,"Feathers","New","Selena Creed","Live",NA,NA,NA,"Female","Breeding","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,1,1,0,1,0,0,0,1,2,1,2,NA,-1.287660262,1.305264963,0.988443473,0.903499778,39,88,1001.127688,"(41.8,43.7]",0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,1,1,0,1,0,0,0,1,2,1,2,NA,-1.21978467513203,-0.0516123327667624,1.05922321521981,0.938216652491608
"656",656,656,656,413,413,"17N02514",0,0,1292,"3","H5","17N02514",FALSE,2017,"JUN",12,"MI","Grand Junction","USA",88,42.396014,-86.13718,NA,42.396014,-86.13718,"east","east","east","east",2017,"JUN",12,163,0,"183334076",FALSE,"Feathers","New","Catherine Lindell","Live",15,108,"Based on nestling age","Female","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2,1,0,1,0,1,2,1,2,0,0,0,1.106226469,0.272496047,0.099156704,0.199326653,39,107,977.8023981,"(41.8,43.7]",2,0,2,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2,1,0,1,0,1,2,1,2,0,0,0,1.51426521321349,-0.682581389466185,0.994881209625856,0.773794737846716
"657",657,657,657,414,414,"17N02516",2,2,1294,"3","H7","17N02516",FALSE,2017,"JUN",20,"MI","Grand Junction","USA",88,42.406791,-86.103805,NA,42.406791,-86.103805,"east","east","east","east",2017,"JUN",20,171,0,"183334109",FALSE,"Feathers","New","Catherine Lindell","Live",20,111,"Based on nestling age","Male","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,0,0,0,2,0,NA,0,2,1,0,1,0,1,0,1,0,1,0,1,0,1,2,2,1,0,0,1.175965109,-1.062261912,0.20080162,0.7675079,39,108,976.4153414,"(41.8,43.7]",2,0,NA,1,0,0,0,2,0,NA,0,2,1,0,1,0,1,0,1,0,1,0,1,0,1,2,2,1,0,0,0.909672899865787,0.553433050680682,-1.12613750572693,0.47668901242558
"658",658,658,658,423,423,"17N02326",0,0,887,"JAN2019_UCLACLIPS","D5","17N02326",FALSE,2017,"JUL",7,"MI",NA,"USA",89,44.557513,-85.078425,NA,44.557513,-85.078425,"east","east","east","east",2017,"JUL",7,188,0,"149352907",FALSE,"Feathers","New","Ed Pike","Live",15,133,"Based on nestling age","Male","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0.215004276,-0.027441954,-1.273066005,0.507530487,31,103,1006.624273,"(43.7,67.6]",1,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,-0.608821968324515,0.343337405314443,1.14540126661614,0.44913722663985
"659",659,659,659,453,453,"17N02325",0,0,886,"JAN2019_UCLACLIPS","D4","17N02325",FALSE,2017,"JUN",30,"MI",NA,"USA",90,44.6042,-83.4219,NA,44.6042,-83.4219,"east","east","east","east",2017,"JUN",30,181,0,"149352902",FALSE,"Feathers","New","Ed Pike","Live",24,117,"Based on nestling age","Male","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,2,1,1,0,0,1,2,0,0,0.424613331,0.726932329,0.105095363,-2.556703244,34,86,993.7199641,"(43.7,67.6]",0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,2,1,1,0,0,1,2,0,0,-0.307201523645553,1.32327418595793,0.503250575078145,-1.07343730076858
"660",660,660,660,452,452,"17N02324",1,1,885,"JAN2019_UCLACLIPS","D3","17N02324",FALSE,2017,"JUN",30,"MI",NA,"USA",90,44.6132,-83.4378,NA,44.6132,-83.4378,"east","east","east","east",2017,"JUN",30,181,0,"149352901",FALSE,"Feathers","New","Ed Pike","Live",23,118,"Based on nestling age","Female","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,1,1,0,0,2,1,2,2,0,0,-0.255002972,0.006263909,0.145921782,1.186865374,33,86,994.9039684,"(43.7,67.6]",0,0,NA,2,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,1,1,0,0,2,1,2,2,0,0,-0.452238962165019,0.325422286949184,1.10428392477791,0.577214957679332
"661",661,661,661,446,446,"17N02315",1,1,1283,"2","G3","17N02315",FALSE,2017,"JUN",23,"MI",NA,"USA",91,44.8574,-83.5044,NA,44.8574,-83.5044,"east","east","east","east",2017,"JUN",23,174,0,"200357469",FALSE,"Feathers","New","Ed Pike","Live",24,110,"Based on nestling age","Female","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,NA,1,2,0,1,0,2,2,0,0,0,2,0,0,1.530257224,-0.344980568,1.942632511,-0.058051665,33,87,997.9509411,"(43.7,67.6]",1,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,NA,1,2,0,1,0,2,2,0,0,0,2,0,0,0.339072811297097,0.814100725563104,0.320017937052909,-0.696894457719492
"662",662,662,662,449,449,"17N02314",1,1,1282,"2","G2","17N02314",FALSE,2017,"JUN",23,"MI",NA,"USA",91,44.8608,-83.4836,NA,44.8608,-83.4836,"east","east","east","east",2017,"JUN",23,174,0,"200357464",FALSE,"Feathers","New","Ed Pike","Live",20,114,"Based on nestling age","Female","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,1,0,0,0,0,2,0,1,1,2,1,1,NA,0,1,1,1,1,0,2,0,1,0,0,0,0,1.239951055,1.550118545,-0.360072581,0.192998223,34,87,1000.055295,"(43.7,67.6]",2,0,2,0,1,0,0,0,0,2,0,1,1,2,1,1,NA,0,1,1,1,1,0,2,0,1,0,0,0,0,1.79430948318444,0.477221544363909,-1.48576299315186,-0.0411050478217414
"663",663,663,663,415,415,"17N02507",0,0,1286,"3","G10","17N02507",FALSE,2017,"JUN",17,"MI","Cedar","USA",91,44.891773,-85.758697,NA,44.891773,-85.758697,"east","east","east","east",2017,"JUN",17,168,0,"183332853",FALSE,"Feathers","New","Catherine Lindell","Live",22,106,"Based on nestling age","Male","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,0,0,0,0,0,1,0,2,1,0,2,1,1,0,1,2,1,0,0,1,2,1,1,0,0,0,1.058783719,-1.731588429,0.165170981,0.362025348,38,101,984.7115383,"(43.7,67.6]",2,1,1,0,0,0,0,0,0,1,0,2,1,0,2,1,1,0,1,2,1,0,0,1,2,1,1,0,0,0,0.598232287820042,-0.825752643327814,-0.133301798912683,-1.0252667360494
"664",664,664,664,451,451,"17N02308",1,1,1280,"2","F12","17N02308",FALSE,2017,"JUN",16,"MI",NA,"USA",91,44.8953,-83.4634,NA,44.8953,-83.4634,"east","east","east","east",2017,"JUN",16,167,0,"200357439",FALSE,"Feathers","New","Ed Pike","Live",NA,NA,NA,"Female","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0,0,0,0,0,2,0,1,1,0,1,NA,0,0,0,1,0,1,2,0,1,0,0,2,0,1.259958375,1.001261708,-0.497237794,0.925284005,34,87,998.153614,"(43.7,67.6]",2,0,2,0,0,0,0,0,0,0,2,0,1,1,0,1,NA,0,0,0,1,0,1,2,0,1,0,0,2,0,1.42513111398246,1.59961886993918,1.67493139119497,-1.41122094360297
"665",665,665,665,450,450,"17N02322",12,12,1285,"2","G5","17N02322",FALSE,2017,"JUN",30,"MI",NA,"USA",91,44.8998,-83.4672,NA,44.8998,-83.4672,"east","east","east","east",2017,"JUN",30,181,0,"200357496",FALSE,"Feathers","New","Ed Pike","Live",16,125,"Based on nestling age","Male","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,0,0,NA,NA,0,0,NA,1,NA,1,1,1,NA,NA,1,NA,1,2,0,NA,NA,1,NA,NA,2,0,0,1.199204193,0.328831073,-1.372494781,-1.355451519,34,87,1001.156157,"(43.7,67.6]",2,0,NA,0,0,NA,NA,0,0,NA,1,NA,1,1,1,NA,NA,1,NA,1,2,0,NA,NA,1,NA,NA,2,0,0,0.895023960010099,0.491571615623866,0.48818612439524,-0.667841418603471
"666",666,666,666,448,448,"17N02307",7,7,1279,"2","F11","17N02307",FALSE,2017,"JUN",16,"MI",NA,"USA",91,44.9138,-83.4919,NA,44.9138,-83.4919,"east","east","east","east",2017,"JUN",16,167,0,"200357434",FALSE,"Feathers","New","Ed Pike","Live",15,112,"Based on nestling age","Male","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,0,NA,NA,0,0,NA,1,NA,0,0,1,NA,NA,0,1,0,1,0,2,1,1,2,0,1,0,0,1.284452442,-0.791372109,0.516552909,-1.539003712,34,87,998.3474132,"(43.7,67.6]",2,0,NA,1,0,NA,NA,0,0,NA,1,NA,0,0,1,NA,NA,0,1,0,1,0,2,1,1,2,0,1,0,0,0.915736517854164,1.12931332842229,0.516939407684839,-1.00247547527589
"667",667,667,667,417,417,"17N02508",0,0,1287,"3","G11","17N02508",FALSE,2017,"JUN",23,"MI","Lake Leelanau","USA",92,44.924231,-85.749128,NA,44.924231,-85.749128,"east","east","east","east",2017,"JUN",23,174,0,"183332871",FALSE,"Feathers","New","Catherine Lindell","Live",25,109,"Based on nestling age","Male","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,1,0,0,0,0,2,1,1,0,0,1,0,1,2,1,0,0,1,0,1,0,1,0,0,-0.289923931,-0.599571226,-0.182017762,0.150184768,38,98,986.8962521,"(43.7,67.6]",0,1,1,0,0,0,1,0,0,0,0,2,1,1,0,0,1,0,1,2,1,0,0,1,0,1,0,1,0,0,-0.810919860855929,-1.25986727961095,0.699261096422205,0.304475521057148
"668",668,668,668,416,416,"17N02509",0,0,1288,"3","G12","17N02509",FALSE,2017,"JUN",23,"MI","Lake Leelanau","USA",92,44.931907,-85.75314,NA,44.931907,-85.75314,"east","east","east","east",2017,"JUN",23,174,0,"183332870",FALSE,"Feathers","New","Catherine Lindell","Live",20,114,"Based on nestling age","Female","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0,0,0,0,1,0,2,0,1,0,1,0,1,1,1,0,0,0,0,2,2,2,1,2,0,1.342987567,0.448162216,0.106303722,-0.189342826,38,100,982.7815983,"(43.7,67.6]",2,0,2,0,0,0,0,0,0,1,0,2,0,1,0,1,0,1,1,1,0,0,0,0,2,2,2,1,2,0,1.69159570565527,0.503071416056092,0.287763141298289,-0.77846594807932
"669",669,669,669,447,447,"17N02321",1,1,1284,"2","G4","17N02321",FALSE,2017,"JUN",30,"MI",NA,"USA",93,44.9442,-83.502,NA,44.9442,-83.502,"east","east","east","east",2017,"JUN",30,181,0,"200357491",FALSE,"Feathers","New","Ed Pike","Live",20,121,"Based on nestling age","Female","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,0,1,0,0,1,1,1,0,1,0,2,NA,1,2,1,0,0,1,2,0,1,2,2,2,0,1.47486631,1.610451078,0.875316097,-2.400523688,33,86,994.6663722,"(43.7,67.6]",2,0,2,0,0,0,1,0,0,1,1,1,0,1,0,2,NA,1,2,1,0,0,1,2,0,1,2,2,2,0,1.67393989158771,0.955133015294109,0.422468486009073,-1.21127708252975
"670",670,670,670,445,445,"17N02313",4,3,1281,"2","G1","17N02313",FALSE,2017,"JUN",23,"MI",NA,"USA",93,44.9568,-83.5487,NA,44.9568,-83.5487,"east","east","east","east",2017,"JUN",23,174,0,"200357456",FALSE,"Feathers","New","Ed Pike","Live",23,111,"Based on nestling age","Female","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,0,1,1,0,0,0,2,1,1,1,1,1,NA,NA,1,NA,2,2,0,0,0,2,0,2,2,NA,1.301504801,0.878265469,0.514831437,0.191228425,33,87,997.3080224,"(43.7,67.6]",2,0,2,2,0,1,1,0,0,0,2,1,1,1,1,1,NA,NA,1,NA,2,2,0,0,0,2,0,2,2,NA,1.42513111398246,1.59961886993918,1.67493139119497,-1.41122094360297
"671",671,671,671,420,420,"17N02511",0,0,908,"JAN2019_UCLACLIPS","F2","17N02511",FALSE,2017,"JUN",23,"MI","Suttons Bay","USA",94,45.003818,-85.6592,NA,45.003818,-85.6592,"east","east","east","east",2017,"JUN",23,174,0,"183332858",FALSE,"Feathers","New","Catherine Lindell","Live",16,118,"Based on nestling age","Female","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,1,0,0,1,0,0,0,2,0,2,0,1,0,1,1,1,1,2,2,0,0,2,0,0,0.069309375,0.243353142,-1.17501011,-1.795759894,37,99,985.956978,"(43.7,67.6]",1,0,0,0,1,0,1,0,0,1,0,0,0,2,0,2,0,1,0,1,1,1,1,2,2,0,0,2,0,0,-0.352943842682777,1.47005013617327,-1.14737578008974,0.218589313596006
"672",672,672,672,421,421,"17N02510",1,1,1289,"3","H1","17N02510",FALSE,2017,"JUN",23,"MI","Suttons Bay","USA",94,45.003818,-85.6592,NA,45.003818,-85.6592,"east","east","east","east",2017,"JUN",23,174,0,"183332859",FALSE,"Feathers","New","Catherine Lindell","Live",16,118,"Based on nestling age","Female","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,1,2,0,0,0,0,2,0,1,NA,0,1,0,2,0,1,1,0,1,1,0,1,2,0,0,1.142340369,0.341935752,-0.391947192,-0.294970905,37,99,985.956978,"(43.7,67.6]",2,0,2,0,0,1,2,0,0,0,0,2,0,1,NA,0,1,0,2,0,1,1,0,1,1,0,1,2,0,0,1.53497777105755,-0.0448396766677632,1.02363449291545,0.439160681174295
"673",673,673,673,442,442,"17N02303",0,0,882,"JAN2019_UCLACLIPS","C12","17N02303",FALSE,2017,"JUN",16,"MI",NA,"USA",95,45.038802,-83.895764,NA,45.038802,-83.895764,"east","east","east","east",2017,"JUN",16,167,0,"200357414",FALSE,"Feathers","New","Ed Pike","Live",22,105,"Based on nestling age","Female","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,2,1,0,0,0,1,1,1,0,0,0,2,2,0,1,0.137724068,0.232905032,-1.474086027,0.122406925,32,89,1017.809871,"(43.7,67.6]",0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,2,1,0,0,0,1,1,1,0,0,0,2,2,0,1,-0.423640196954963,0.530742905010224,-0.240584990261811,1.36772502358922
"674",674,674,674,418,418,"17N02513",1,0,1291,"3","H4","17N02513",FALSE,2017,"JUN",17,"MI","Peshawbestown","USA",94,45.051017,-85.68189,NA,45.051017,-85.68189,"east","east","east","east",2017,"JUN",17,168,0,"183332844",FALSE,"Feathers","New","Catherine Lindell","Live",22,106,"Based on nestling age","Male","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,2,2,1,0,0,0,1,1,1,1,0,0,0,1,0,0,2,2,1,NA,0,1.348786584,1.196258988,2.026169913,-0.639551202,37,100,969.1831163,"(43.7,67.6]",1,0,1,0,0,0,0,0,0,2,2,1,0,0,0,1,1,1,1,0,0,0,1,0,0,2,2,1,NA,0,0.312473228306919,3.31507130150013,0.706248901128997,-3.36808493401579
"675",675,675,675,419,419,"17N02512",2,2,1290,"3","H3","17N02512",FALSE,2017,"JUN",17,"MI","Omena","USA",94,45.062089,-85.670102,NA,45.062089,-85.670102,"east","east","east","east",2017,"JUN",17,168,0,"183332849",FALSE,"Feathers","New","Catherine Lindell","Live",23,105,"Based on nestling age","Male","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,1,0,0,1,0,0,NA,1,1,1,2,1,1,1,0,2,1,1,0,0,2,2,2,0,1,2,0,1.240144426,0.230823046,-0.423440224,-1.199545028,37,99,969.3002633,"(43.7,67.6]",2,0,NA,1,0,0,1,0,0,NA,1,1,1,2,1,1,1,0,2,1,1,0,0,2,2,2,0,1,2,0,0.895023960010099,0.491571615623866,0.48818612439524,-0.667841418603471
"676",676,676,676,444,444,"17N02306",0,0,884,"JAN2019_UCLACLIPS","D2","17N02306",FALSE,2017,"JUN",16,"MI",NA,"USA",95,45.070249,-83.67035,NA,45.070249,-83.67035,"east","east","east","east",2017,"JUN",16,167,0,"200357431",FALSE,"Feathers","New","Ed Pike","Live",18,109,"Based on nestling age","Female","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,1,0,1,1,1,0,0,0,2,0,0,0,2,0,-1.295194851,0.814169989,-0.288557163,0.562648139,33,88,1002.163186,"(43.7,67.6]",0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,1,0,1,1,1,0,0,0,2,0,0,0,2,0,-1.19907211728796,0.586129380031659,1.0879764985094,0.603582595819186
"677",677,677,677,443,443,"17N02305",0,0,883,"JAN2019_UCLACLIPS","D1","17N02305",FALSE,2017,"JUN",16,"MI",NA,"USA",95,45.133241,-83.726754,NA,45.133241,-83.726754,"east","east","east","east",2017,"JUN",16,167,0,"200357422",FALSE,"Feathers","New","Ed Pike","Live",15,112,"Based on nestling age","Male","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,2,0,1,0,2,0,0,-1.225788069,1.204661438,-0.048213513,-1.788406785,33,90,1003.518813,"(43.7,67.6]",0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,2,0,1,0,2,0,0,-1.15583611222315,1.43131250384425,-0.228271790447335,1.05967309980053
"678",678,678,678,422,422,"16N0965",0,0,851,"JAN2019_UCLACLIPS","A5","16N0965",FALSE,2016,"JUL",7,"MI","East Jordan","USA",96,45.13795,-85.146967,NA,45.13795,-85.146967,"east","east","east","east",2016,"JUL",7,188,0,"200357402",FALSE,"Feathers","New","Ed Pike","Live",NA,NA,NA,"Female","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,1,0,0,0,0,0,0,1,0,1,0,2,2,1,0,0,1,1,1,2,0,2,0,0,1,0,1,1.467853934,-0.895892883,-0.653402687,0.74392495,33,108,1002.476105,"(43.7,67.6]",1,0,2,1,0,0,0,0,0,0,1,0,1,0,2,2,1,0,0,1,1,1,2,0,2,0,0,1,0,1,0.872693705942752,-0.173835194944258,1.17775080473991,0.396830939847894
"679",679,679,679,426,426,"16N0960",6,6,847,"JAN2019_UCLACLIPS","A1","16N0960",FALSE,2016,"JUN",14,"MI","Boyne Falls","USA",97,45.1474,-84.91099,NA,45.1474,-84.91099,"east","east","east","east",2016,"JUN",14,165,0,"144393673",FALSE,"Feathers","New","Ed Pike","Live",NA,NA,NA,"Unknown","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,0,0,NA,2,0,1,1,1,1,0,0,0,1,1,1,1,2,2,0,NA,0,0,0,-0.195379544,-1.513655145,-0.539341757,-0.300357884,35,110,1005.327479,"(43.7,67.6]",0,NA,NA,1,0,NA,NA,0,0,NA,2,0,1,1,1,1,0,0,0,1,1,1,1,2,2,0,NA,0,0,0,-0.687020514182036,1.72643855031204,0.847921694787274,-2.76329822924051
"680",680,680,680,430,430,"16N0962",0,0,848,"JAN2019_UCLACLIPS","A2","16N0962",FALSE,2016,"JUN",21,"MI","Afton, Cheboygan Co.","USA",98,45.40103,-84.47362,NA,45.40103,-84.47362,"east","east","east","east",2016,"JUN",21,172,0,"144393688",FALSE,"Feathers","New","Ed Pike","Live",NA,NA,NA,"Unknown","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,1,0,0,0,2,0,1,0,1,0,1,0,0,0,-0.807592435,-0.287098828,-0.801578519,-1.120601938,33,100,1007.024198,"(43.7,67.6]",0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,1,1,0,0,0,2,0,1,0,1,0,1,0,0,0,-1.08082255460187,0.948360359195109,0.458057208313424,-0.712221111212432
"681",681,681,681,429,429,"17N02327",0,0,888,"JAN2019_UCLACLIPS","D6","17N02327",FALSE,2017,"JUL",7,"MI",NA,"USA",99,45.414735,-84.74081,NA,45.414735,-84.74081,"east","east","east","east",2017,"JUL",7,188,0,"149352911",FALSE,"Feathers","New","Ed Pike","Live",16,132,"Based on nestling age","Male","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,-1.712952845,0.125763331,0.007703746,0.00704404,33,103,1017.843348,"(43.7,67.6]",0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,-1.32861289714504,1.09565806296412,-2.95486923975894,0.379418030638425
"682",682,682,682,427,427,"16N0964",2,2,850,"JAN2019_UCLACLIPS","A4","16N0964",FALSE,2016,"JUN",27,"MI","Alanson","USA",99,45.41663,-84.77361,NA,45.41663,-84.77361,"east","east","east","east",2016,"JUN",27,178,0,"144393694",FALSE,"Feathers","New","Ed Pike","Live",NA,NA,NA,"Unknown","Nestling","MI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,0,NA,0,0,1,1,0,1,0,2,0,1,0,2,2,2,2,0,0,0,0,2,2,2,0,1.357959863,-0.053705426,-0.053230149,-1.912857384,33,103,1014.681992,"(43.7,67.6]",1,0,NA,0,0,0,NA,0,0,1,1,0,1,0,2,0,1,0,2,2,2,2,0,0,0,0,2,2,2,0,0.294629121396154,0.630541404955823,0.425837341267475,-0.794857040753619
